"Term","NES","padj","LeadingEdgeGenes"
"Regulation of Cellular Response to Growth Factor Stimulus",1.46198703138676,0.0228642516357046,"WNT5A;VWC2;NPNT;SFRP4;CDH3;HES1;TNXB;HTRA1;CRIM1;CDKN1C;ADAMTS12;NRP1;SMAD6;SKIL;PPP2R5B;TMEM108;DAB2IP;CITED1;NUMA1;TGFB1I1;ING1;MYOCD;TOB1;LTBP4;ING2;FSTL3;ITGA3;GRB10;FZD4;FAM89B;SAP30L;NEO1;FGF18;THBS1;PEG10;ZNF423;PRKD2;CADM4;HHIP;AXIN1;CILP;GPR155;UBE2O;LTBP1;PTP4A3;FSTL1;SCUBE3;OFD1;MMRN2;SMAD4;SPRY4;EID2;NR2F2;BCL9;SEMA6A;TRIM33;SIRT1;TWSG1;SHISA2;AGT;WNT4;SPRED3;SMURF2;GPC1;KDR;GREM1;ADAMTS3;SULF2;FAM20C;SFRP1;SIN3A;TET1;SMAD7"
"Regulation of Postsynaptic Membrane Potential",1.63005140522484,0.0228642516357046,"NLGN4X;RIMS1;NPY2R;GRID2;GABRB1;PRKCZ;GRIK1;ABAT;MAPK8IP2;TMEM108;RIMS2;MTMR2;DLG4;GSK3A;ZMYND8;GABBR1;SYT1;ELOVL4;PRKAR1B;KCND2;GRIK2;SLC29A1;CHRNA7;CHRNB2;CHRNA10"
"Positive Regulation of Chromosome Separation",1.70699698958287,0.0229645562554004,"UBE2C;NCAPG;BIRC5;NUMA1;PLK1;DLGAP5;ESPL1;CDC20;SKA3;NCAPH;NCAPD2;NCAPH2;MAD1L1;NCAPD3;INCENP"
"Alcohol Catabolic Process",-1.88477516263421,0.0230896822074969,"GK5;TPI1;SORD;SCARB1;APOE;ALDH1B1;ACSS2;SRD5A3;GK"
"Mitochondrial Membrane Organization",-1.5885176031055,0.0231852725326974,"BNIP3;SAMM50;APOO;HK2;NOL3;RHOT1;TOMM5;PPIF;TOMM40;APOOL;IMMT;TIMM8B;AGK;CHCHD10;TOMM6;TIMM10;GHITM;MTX3;CASP6;ROMO1;TIMM13;TMEM126A;MTCH2;TIMM8A;VDAC2;GSK3B;SLC25A4;AFG3L2;STAT3;TIMM22;NME3;HSPA9;SLC25A46"
"Mitotic Cell Cycle Phase Transition",1.37718580831406,0.0236908101927079,"IQGAP3;BUB1;TTK;UBE2C;DPF3;CDKN1C;BIRC5;CENPE;BUB1B;KANK2;CCND2;CCNA2;ANLN;EPS8;DUSP1;RCC2;SMARCC2;IER3;PHF8;PLK1;MYB;DLGAP5;BRCA1;CDKN2C;DACT1;CDK14;UBE2S;BCL2;ZFP36L2;BCL7A;FOXM1;MBTPS1;CCNG1;CDK2;MELK;ESPL1;KIF14;CDK1;BRSK1;CHEK1;ZWINT;CCNF;DPF2;CDC20;SMARCA2;CDK6;PKIA;KLF4;TP53;DGKZ;HSPA2;SKA3;AMBRA1;ORC1;PPM1D;PLK2;FBXO5;CTDSP2;PLK3;EGFR;MAD2L2;CDK5RAP3;RAD51B;BRD7;HECW2;CENPF;ERCC2;CDC25B;GPNMB;CDC14A;CLASP1;KLHL18;ARID2;DTL;USP44;PPP1R9B;DBF4B;FZR1;FOXO4;RFWD3;CDC6;BARD1;MAD1L1;USP37;MASTL;E2F7;HUS1B;AKT1;CHMP4C;ANAPC2;RBBP8;ARID1B;INCENP;NEK2;FBXO31;MEPCE;ARID1A;PKD1;LCMT1;E2F1;NDC80;CCNB1;UIMC1;FOXN3;POLE;XPC;CDC7;TRIM39"
"Skeletal System Development",1.37754985368608,0.0238603780354875,"WNT5A;DCHS1;SFRP4;TNFSF11;ZBTB16;LRRC17;SOX5;TTC9;CSGALNACT1;LRP5;BMP3;HOXC4;IGF1;TGFB2;ALX4;CDKN1C;ADAMTS12;MATN3;MBOAT2;HAND2;COL11A1;ADAMTS4;GJA5;HAPLN3;ARID5A;VCAN;KIAA1217;FOXP1;CSRNP1;MMP16;SLC38A10;COL9A2;TBX3;PLXNB1;POC1A;LTBP3;MED12;SOX6;NPR3;FGFR1;FGF18;PCSK5;CMKLR1;SMAD1;COL6A1;SNAI2;FOSL2;ACAN;TP53;BMPR2;MDK;GRHL2;THBS3;MMP14;RARG;RYK;HHIP;ACP5;SOX9;ACVR2B;CLDN18;DYM;TCOF1;MEPE;TULP3;EXT1;NAB2;PLEKHA1;SERPINH1;TGM2;SLC26A2;DLX5;ASXL1;PDGFA;SRF;SH3PXD2B;ZNF219;CHD7;SMPD3;MDFI;WWOX;ACD;FGFR2;TEAD4;PHEX;PDGFC;AXIN2;CHSY1;ZFAND5;NAB1"
"Axon Extension",1.57901041544168,0.023866630319686,"WNT5A;SEMA5A;CDH4;SEMA7A;CDKL5;NRP1;PTPRS;SEMA6C;BCL11A;TTL;PAK1;ULK2;GDI1;FN1;CDH1;SEMA3A;BMPR2;MAG;RYK;LIMK1;ULK1;VCL;NRP2;ZFYVE27;SRF;DIP2B"
"Asymmetric Cell Division",1.7740953050884,0.0241315613358227,"ASPM;ZBTB16;SOX5;TEAD3;ING2;ARHGEF2"
"Positive Regulation of Nervous System Process",1.78146416069895,0.0241315613358227,"S100B;RIMS1;EGR2;IGF1;ABAT;RIMS2;MAG;ELOVL4;WASF3;DAG1;CDK18"
"Endothelial Cell Chemotaxis",1.71488087704745,0.0243194392964488,"SEMA5A;PLEKHG5;NR4A1;NRP1;EGR3;FGFR1;FGF18;THBS1;PRKD2;TMSB4X;GAB1;CORO1B;PRKD1;KDR"
"Gtp Metabolic Process",-1.89443347182664,0.0243194392964488,"AK4;NME1;RAN;IMPDH2;ENTPD7;NME4;GNAI3"
"Somatic Stem Cell Population Maintenance",1.75198404173129,0.0243946735503603,"SOX4;HES1;LRP5;VANGL2;LDB1;ZFP36L2;PAX8;KLF10;SOX9;LDB2;ZHX2;BCL9"
"Cardiac Muscle Cell Contraction",1.66254396014832,0.024776594326209,"JUP;CAMK2D;FGF12;ANK2;KCNJ8;DSP;GJA5;KCNQ1;CACNB2;PIK3CA;SCN5A;GJC1;SCN9A;SGCD;AKAP9;KCNJ5;FLNA;CACNA1G;CTNNA3;SCN3B;CACNA1C;SCN4A"
"Fat Cell Differentiation",1.47362105750274,0.024776594326209,"WNT5A;JDP2;HES1;FOXO1;EGR2;PIM1;NR4A3;ZFPM2;ZBTB16;CBX4;LRP5;NR4A1;SAV1;SMAD6;KCNJ8;ENPP1;CLIP3;TGFB1I1;CEBPD;MEST;LRRC8C;ZFP36;TTC8;ZFP36L2;JAG1;ZBTB7B;LRP3;CMKLR1;CDS1;LPL;SNAI2;FOSL2;CREBL2;KLF4;SOX13;NR4A2;ALDH6A1;INHBB;AXIN1;TCF7L2;CNTN2;FERMT2;MMP11;C1QTNF3;ASXL1;DDIT3;AKT2;ALOX5;AXIN2;AKT1;CEBPB;PTGS2;ATAT1;GDF6;E2F1;BSCL2;OSBPL11;SIRT1;IFRD1;SORT1"
"Meiotic Cell Cycle Process",1.53112845720225,0.024776594326209,"WNT5A;ASPM;CCNB1IP1;TTK;PLK1;ING2;KIF18A;SKA2;ESPL1;RAD54L;ZWINT;CDC20;TOP2A;HSPA2;SKA3;MOV10L1;MSH6;PSMC3IP;RBM46;TDRD12;FBXO5;ATRX;MUS81;RAD51B;RAD51D;CDC25B;EHMT2;NCAPH;BRCA2;BAG6;SUN1;FANCD2;NCAPD2;FZR1;KLHDC3;NCAPH2;PTTG1;CENPV;MASTL;HUS1B;NCAPD3;INCENP;SLX4;NDC80;EME1;FOXJ2;WNT4;ZSCAN21;ZCWPW1;SWI5;GOLGA2"
"Neuron Projection Extension Involved in Neuron Projection Guidance",1.74425435375087,0.024776594326209,"WNT5A;SEMA5A;NRP1;SEMA3A;BMPR2;RYK;NRP2"
"Skeletal System Morphogenesis",1.50318483290463,0.0247887076196781,"SFRP4;SOX5;CSGALNACT1;LRP5;HOXC4;TGFB2;ALX4;COL11A1;CSRNP1;MMP16;POC1A;LTBP3;MED12;SOX6;FGFR1;FGF18;FOSL2;BMPR2;GRHL2;THBS3;MMP14;RARG;RYK;HHIP;ACP5;SOX9;ACVR2B;TULP3;EXT1;NAB2;PLEKHA1;SERPINH1;DLX5;SMPD3;MDFI;WWOX;FGFR2;AXIN2;CHSY1;ZFAND5;NAB1"
"Acylglycerol Homeostasis",-1.87811305459032,0.0248476128531524,"MLXIPL;APOC1;NR1H4;APOA1;SCARB1;MAP2K1;ANGPTL3;RORA;APOE;FITM2"
"Mitotic Spindle Organization",1.54963139603455,0.0249221352873328,"PRICKLE1;KIFC1;STMN1;KIF11;TTK;KIF23;BIRC5;CENPE;PRC1;NUMA1;KIF15;PLK1;KIF4A;MYBL2;DLGAP5;POC1A;EML1;CDC20;CEP192;PLK2;MAP9;PLK3;MZT1;FLNA;OFD1;CLASP1;CHMP4C;PCNT;INCENP;CEP97;NEK2;PKD1;NDC80;CCNB1;DCTN2;DCTN1;CHMP1B;GOLGA2;STIL;TNKS;AAAS;STAG2;HNRNPU;EML3;SBDS;CCDC61;TPR"
"Smooth Muscle Cell Proliferation",1.55585038245415,0.0249221352873328,"NDRG2;NR4A3;IGFBP3;IGF1;JUN;PDGFB;IGFBP5;HPGD;MYOCD;ANG;PIK3CA;PIK3R1;FOXP1;HMOX1;PAK1;IL10;PDGFD;THBS1;KLF4;HBEGF;BMPR2;TNFAIP3;NDRG4;TCF7L2;TGFB3;NOTCH3;MEF2D;CTNNBIP1;DDIT3;IL18;SMPD3;FGFR2;EFEMP2;AKT1"
"Fibroblast Proliferation",1.60781758283448,0.0254995248685478,"WNT5A;DACH1;IGF1;JUN;FBLN1;PDGFB;CCNA2;PAWR;KCNJ8;DAB2IP;FN1;AQP1;PDGFD;CDK6;FOSL2;TP53;NLRC3;EGFR;GAS6;PDGFA;CDC6;ESR1;PDGFC;E2F1;CCNB1;AGT"
"Response to Cadmium Ion",-1.78349798846006,0.025518780206608,"MT3;ABCB6;SOD2;GPI;CAT;MT1X;ALAD;SLC30A1"
"Neutral Lipid Metabolic Process",-1.54511379332399,0.0257103045951411,"PNPLA3;APOC1;AGPAT5;PCSK9;GK5;SCARB1;LPIN1;CAT;ABHD5;DDHD2;TMX1;APOE;DGKG;PTPN11;FBXW7;ACSL1;LIPA;ABHD6;GK;FITM2;INSIG2;TBL1XR1;LPGAT1;GPAM"
"Regulation of Bmp Signaling Pathway",1.6229837311578,0.0264393642223884,"WNT5A;VWC2;SFRP4;HES1;HTRA1;CRIM1;SMAD6;SKIL;NUMA1;TOB1;FSTL3;ITGA3;NEO1;ZNF423;GPR155;UBE2O;FSTL1;SCUBE3"
"Regulation of Neurogenesis",1.45480535342938,0.0264393642223884,"PTPRZ1;WNT5A;SEMA5A;CDH4;DBN1;ASPM;HES1;EGR2;SEMA7A;ROBO3;DAAM2;CDKL5;NRP1;PTPRS;TIAM2;SEMA6C;HEYL;SKIL;BCL11A;SMO;HMGB2;MEST;FZD4;PAK1;ULK2;PLXNB1;GDI1;FN1;NAP1L1;PRTG;CDH1;TRIM11;CHODL;SPINT1;BMPR2;DCT;PTPRD;MDK;NTRK2;MAPRE3;MAG;FOXG1;CRABP2;RYK;LIMK1;STAU2;PARP6;ULK1;TMEM98;SYNGAP1;TGM2;KCTD11;LIN28A;ZFYVE27;IGDCC4;SRF;DIP2B;KDM1A;CHD7;FZD3;FXR2"
"Heterochromatin Organization",1.52344818789042,0.0264849351015245,"ERI2;PHC1;CBX4;CENPA;PHF2;KDM5A;MIS18BP1;PHF8;PHF1;BRCA1;CBX2;DNMT3A;CDK2;CDK1;SETDB1;ZNF512;SMARCA2;PHF19;MOV10L1;MIS18A;PPM1D;BCOR;TDRD12;ATRX;LMNA;RING1;CIZ1;EHMT2;ZNF512B;TRIM28;L3MBTL1;RBM15B;CBX6;TDRD3;CBX7;CBX8;ZNF304;BCORL1;CENPV;L3MBTL2;SIRT1;CTCF;KDM2B;HMGA2;TNRC18;SPIN1;SIN3A;MAX;DNMT1;HNRNPU;RB1;HDAC8;BAHD1;TPR;UBR5;BEND3;EHMT1;MBD2;CDKN2B-AS1;EED;KAT8;HELLS"
"Anterior Posterior Pattern Specification",1.5596771849747,0.0265945266338442,"WNT5A;PRICKLE1;HES1;ZBTB16;LRP5;VANGL2;HOXC4;BTG2;FZD5;ALX4;HEYL;SEMA3C;SMO;NKD1;ALDH1A2;LDB1;TBX3;MED12;PBX3;PCSK5;BMPR2;CELSR2;RARG;ACVR2B;TULP3;RING1;CTNNBIP1;TSHZ1;SRF;DDIT3;OFD1;SMAD4;AXIN2;NR2F2"
"Regulation of Insulin Like Growth Factor Receptor Signaling Pathway",1.73598682560546,0.0266592110318288,"CDH3;IGFBP3;IGF1;IGFBP5;IGFBP1;IGFBP2;PHIP;CILP"
"Mirna Transcription",1.65257634611155,0.0278773498288529,"ATOH8;FOS;TGFB2;JUN;PDGFB;SMAD6;MYOCD;MYB;EGR1;IL10;SMAD1;KLF4;TP53;TEAD1;EGFR;SOX9;POU2F1;NOTCH3;ZNF512B;SRF;SMAD4;ESR1;RELA;WT1;AGT"
"Mitochondrial Rna Processing",-1.86220288791378,0.0278773498288529,"TRMT61B;LRPPRC;TRIT1;SLIRP;CDK5RAP1;TRUB2;FASTKD1;FASTKD5;FASTKD3;PUS1;HSD17B10;FASTK;FASTKD2;PNPT1;SUPV3L1"
"Renal Tubule Development",1.61548159886907,0.0278773498288529,"PRICKLE1;NPNT;DCHS1;HES1;CD24;HEYL;HS3ST3A1;SMO;CITED1;GREB1L;BCL2;TTC8;JAG1;GZF1;AQP1;PAX8;KLHL3;SOX9;CTNNBIP1;KIF26B;SMAD4;PTCH1;PROM1;PKD1;WT1;AGT;WNT4"
"Wnt Signaling Pathway Planar Cell Polarity Pathway",1.7174724111271,0.0278773498288529,"WNT5A;PRICKLE1;VANGL2;ZNRF3;NKD1;DACT1;MED12;CELSR2;RYK;DVL2;DAAM1;DVL3;ARHGEF19;FZD3;PLEKHA4"
"Spindle Organization",1.48497797964109,0.0282891914019591,"PRICKLE1;ASPM;KIFC1;STMN1;KIF11;TTK;KIF23;BIRC5;CENPE;PRC1;NUMA1;KIF15;PLK1;KIF4A;MYBL2;DLGAP5;CEP120;POC1A;SKA2;ESPL1;EML1;CDC20;SKA3;CEP192;UVRAG;PLK2;MAPRE3;MAP9;FBXO5;PLK3;SPAG5;ATRX;MZT1;FLNA;OFD1;CLASP1;CENPV;CHMP4C;CHD3;PCNT;INCENP;CEP97;NEK2;PKD1;NDC80;CCNB1;DCTN2;DCTN1;CHMP1B;GOLGA2;STIL;PPP2R1B;TNKS;AAAS;STAG2;HNRNPU;EML3;SBDS;HAUS4;CCDC61;TPR;SMC1A;TUBGCP6;CCNB2;TUBGCP2;GNAI1;NEK7;MAP1S;HAUS7;HAUS1;WRAP73;MAP4;AURKA;SPC25;CKAP5;SUN2;LZTS2;PIBF1;MYH9;RGS14;HAUS5"
"Platelet Derived Growth Factor Receptor Signaling Pathway",1.64899729633339,0.0284521855506903,"FSHR;NR4A3;PLAT;HIP1R;NRP1;PDGFB;STON1;MYOCD;CSRNP1;F3;CSPG4;PDGFD;CBLB;NDRG4;PLEKHA1;PDGFA;SMPD3;PDGFC;ZFAND5"
"Intra Golgi Vesicle Mediated Transport",-1.8337675791148,0.0288967535151059,"COPB1;TRAPPC3;COPB2;GOSR2;COG6;RAB6A;COG2;COPZ1;GABARAPL2;COPA;VTI1A"
"Ferroptosis",-1.86150345984728,0.0289304798735332,"DHCR7;ACLY;NQO1;SLC25A1;PRKAA1;PSAT1;SLC39A7;ACSL4;TMEM164;GSTP1"
"Establishment or Maintenance of Bipolar Cell Polarity",1.69144924519436,0.0295061741698707,"WNT5A;PRKCZ;VANGL2;PARD3B;FSCN1;LLGL2;DLG5;TTC8;DLG3;DLG4;PTK7"
"Excitatory Synapse Assembly",1.7100739428131,0.0295061741698707,"WNT5A;PRICKLE1;GRID2;PTPN13;SEMA4A;PTPRS;SRGAP2;FGFR1;PTPRD"
"Hormone Metabolic Process",-1.47112535902415,0.0295061741698707,"DUOXA2;CYP11A1;HSD17B7;STC2;HSD17B12;DDO;DUOX2;P4HB;HSD3B2;STAR;AKR1B1;RDH11;ALDH8A1;DHRS3;NR3C1;PAPSS2;HSD17B6;PTPN11;HSD17B4;AKR1C2;CTSZ;SCPEP1;PCSK6;SRD5A3;DHRS2;DHRS9;TG;RETSAT;IDE;ALDH1A3;PREP;HSD17B1;ARL15;AKR1C1;HSD3B1;GCNT4;BACE2;PRCP;DGAT2;LHCGR"
"Mitotic Dna Integrity Checkpoint Signaling",1.6090681378996,0.0295061741698707,"IER3;STK33;PLK1;BRCA1;MBTPS1;CDK2;CDK1;BRSK1;CHEK1;TP53;DGKZ;ORC1;MDC1;CDK5RAP3;MUS81;FANCD2;DTL;FZR1;FOXO4;RFWD3;CDC6;HUS1B;FBXO31;UIMC1;FOXN3;EME1;XPC;CDC7;TRIM39"
"Negative Regulation of Cell Cycle Process",1.41597257832862,0.0295061741698707,"BUB1;TTK;BIRC5;BUB1B;KANK2;PPP2R5B;DAB2IP;APBB1;DUSP1;IER3;STK33;PLK1;SUSD2;BRCA1;DACT1;BCL2;ZFP36L2;MBTPS1;CDK2;ESPL1;CDK1;BRSK1;E2F8;CHEK1;ZWINT;CCNF;CDC20;KLF4;TP53;DGKZ;SKA3;ORC1;MDC1;FBXO5;CTDSP2;PLK3;MAD2L2;CDK5RAP3;ATRX;MUS81;TMSB4X;BRD7;CENPF;GPNMB;USP28;BRCA2;FANCD2;DTL;USP44;FZR1;FOXO4;RFWD3;CDC6;BARD1;GNB1L;MAD1L1;E2F7;HUS1B;CHMP4C;RBBP8;INCENP;NEK2;FBXO31;TOM1L2;LCMT1;E2F1;NDC80;CCNB1;UIMC1;SIRT1;FOXN3;EME1;XPC;CDC7;TRIM39;FBXO6;DYNLRB1;IK;RAD9A;TNKS;BLM;CTDSP1;TELO2;CDK2AP2;CTDSPL;FBXO7;CHFR;RB1;CLOCK;ATF5;TPR;CLSPN;RNASEH2B;RAD21;RFC2;ZFYVE19;PROX1;KAT2B;SETMAR;WDR76;STK35;DYNLT3;RAD1;BTN2A2"
"Regulation of Cell Size",1.53445572064377,0.0295061741698707,"FSHR;IQGAP3;WNT5A;SEMA5A;CDH4;AKT3;SEMA7A;CDKL5;NRP1;PTPRS;SEMA6C;BCL11A;TTL;SLC12A4;PAK1;ULK2;WNK3;GDI1;WDTC1;FN1;AQP1;SLC12A5;CDH1;COL6A1;SEMA3A;BMPR2;MAG;RARG;CRABP2;RYK;LIMK1"
"Lipid Homeostasis",-1.52547722907197,0.0298727736109629,"MLXIPL;PNPLA3;APOC1;NR1H4;PCSK9;FABP3;OSBPL10;APOA1;SCARB1;MAP2K1;ABHD5;ANGPTL3;RORA;APOE;ERRFI1;FBXW7;LIPA;ABCA1;PRKAA1;FITM2;ACOX1;CNBP;GPAM;NUS1;ACACA;TMEM97;AKR1C1;MTCH2;SEC24A;GOT1;INSIG1;DGAT2;LAMTOR1;ABHD4"
"Cell Matrix Adhesion",1.4546171917678,0.0298852229343718,"NPNT;ECM2;LIMCH1;TNXB;JUP;BCAM;ARHGAP6;SORBS1;ADAMTS12;NRP1;ITGB5;GPM6B;RCC2;THSD1;SNED1;STON1;LDB1;ITGA9;VCAM1;PIK3R1;ITGA3;BCL2;JAG1;DDR1;ACTG1;FN1;HPSE;PTPRK;TECTA;THBS1;EPDR1;CDK6;THBS3;MMP14;TMEM8B;TESK2;VCL;FERMT2;TRIP6;SRF;CSF1;CLASP1;ADAMTS13;RRAS;STRC;EFEMP2;RIN2;DAG1;PKD1"
"Positive Regulation of Cartilage Development",1.68285375720644,0.0302347157380356,"WNT5A;ZBTB16;SOX5;SOX6;FGF18;SMAD1;BMPR2;MDK;SOX9;ZNF219"
"Glycerolipid Metabolic Process",-1.33387305544599,0.0302973620435739,"PNPLA3;APOC1;AGPAT5;NR1H4;PCSK9;FABP3;GK5;OSBPL10;MTM1;APOA1;SCARB1;SPATA18;LPIN1;PRDX6;CAT;ABHD5;DDHD2;PIK3C2A;TMX1;DBI;PCYT1A;PIK3C3;LPCAT3;RAB38;APOE;PCYT2;DGKG;PTEN;PTPN11;FABP5;FBXW7;PI4K2B;ACSL1;LIPA;ACSL3;ABHD6;GK;PTPMT1;FITM2;PLD2;PGAP2;INSIG2;MTMR7;TBL1XR1;LPGAT1;AGK;GPAM;FAR1;TNFAIP8L3"
"Epithelial Tube Morphogenesis",1.43745635369297,0.0303925158343097,"WNT5A;PRICKLE1;NPNT;DCHS1;HES1;CASR;LRP5;VANGL2;IGF1;TGFB2;ADAMTS12;NRP1;HAND2;HS3ST3A1;SMO;CITED1;GREB1L;FOXP1;DLG5;NOTCH4;BCL2;PAK1;TBX3;RHOB;GZF1;DDR1;MED12;PAX8;SUFU;TEAD2;PHACTR4;SPINT1;PRKD2;SPINT2;KLHL3;MDK;SEMA4C;GRHL2;MMP14;ESRP2;RARG;HHIP;PTK7;NDRG4;SOX9;APLNR;DVL2;TULP3;EXT1;CTNNBIP1;GDF7;SRF;CSF1;FZD3;KIF26B;MMRN2;FGFR2;SMAD4;ESR1;PTCH1;BRD2;DAG1;CELSR1;PKD1;WT1;AGT;WNT4;ARL13B;KDM2B;TSC2;FKBPL;HMGA2"
"Mammary Gland Alveolus Development",1.72139590697554,0.0304291135539979,"SOCS2;TNFSF11;PRLR;DDR1"
"Gastrulation",1.52393796311498,0.0306778957027889,"ATOH8;WNT5A;PRICKLE1;NR4A3;LRP5;VANGL2;ITGB5;COL11A1;DUSP1;LDB1;LAMA3;ITGA3;IL10;FGFR1;FN1;SMAD1;COL6A1;KLF4;ARMC5;BMPR2;PAF1;MMP14;AXIN1;APLNR;ACVR2B;DVL2;EXT1;SRF;GATA6;ZBTB17;TGIF2;FGFR2;SMAD4"
"Cochlea Development",1.71644238953326,0.0307066465852686,"WNT5A;SOBP;DCHS1;HES1;VANGL2;CCNA2;KCNQ1;PTK7;SOX9;DVL2"
"Mesenchyme Morphogenesis",1.673921253214,0.0307066465852686,"WNT5A;DCHS1;TGFB2;HEYL;ADAMTS5;TBX3;FGFR1;SNAI2;SOX9;APLNR;TGFB3"
"Actomyosin Structure Organization",1.47476772302581,0.0309667680807373,"MYH11;IQGAP3;PGM5;LIMCH1;ARHGAP28;ARHGEF10L;EPB41L4A;ARHGAP6;SORBS1;NRP1;ITGB5;ANLN;CGNL1;PDLIM1;SORBS3;PIK3R1;TTC8;KRT8;PAK1;TMOD2;NEURL2;ACTG1;CAPN3;INPP5K;TMOD1;ARHGEF18;CNN2;TESK1;CSRP2;CSRP1;LIMK1;TNFAIP1;CD47;FLNC;TGFB3;ASAP3;KRT19;FERMT2;SRF;CLASP1;MYL9;SMAD4;MYO18A;AMOT;TJP1;SYNPO2L;RTKN;FAM171A1;WNT4;ROCK2;PRKD1;ARHGEF5;KCTD13"
"Ear Development",1.53345760884703,0.0313205670599031,"WNT5A;SOBP;DCHS1;HES1;NR4A3;SLC25A27;VANGL2;IGF1;TGFB2;CCNA2;COL11A1;SHROOM2;KCNQ1;CEBPD;BCL2;TTC8;TBX3;JAG1;DDR1;FGFR1;TECTA;PAX8;FOXG1;PTK7;SOX9;DIAPH3;LRP10;DVL2;DLX5;TSHZ1;CHD7;FZD3;CHRNA10;FGFR2;IFT27;STRC"
"Microtubule Cytoskeleton Organization Involved in Mitosis",1.50109421310291,0.0313205670599031,"PRICKLE1;KIFC1;STMN1;KIF11;TTK;KIF23;BIRC5;CENPE;CENPA;PRC1;NUMA1;KIF15;PLK1;KIF4A;MYBL2;DLGAP5;POC1A;ESPL1;CDK1;EML1;CDC20;CEP192;PLK2;MAP9;PLK3;MZT1;FLNA;OFD1;NUSAP1;CLASP1;CHMP4C;PCNT;INCENP;CEP97;NEK2;PKD1;NDC80;CCNB1;DCTN2;DCTN1;CHMP1B;GOLGA2;STIL;TNKS;AAAS;STAG2;HNRNPU;EML3;SBDS;INPPL1;CCDC61;TPR"
"Protein Localization to Cell Junction",1.5676983125835,0.0316542583593992,"WNT5A;VWC2;COLQ;GPC4;IQSEC2;ERBB2;TMEM108;DSP;KIF2C;CGNL1;DLG5;ARHGAP44;ACTG1;DLG3;ZDHHC15;ARHGEF18;DLG4;BSN;TJP2;STAU2;GRIPAP1;GPC6;VCL;JAK1;FERMT2;FLNA"
"Cardiac Atrium Development",1.75769911288452,0.0317607516724388,"SOX4;WNT5A;TGFB2;ANK2;SMO;GJA5"
"Negative Regulation of Cell Population Proliferation",1.33774150598122,0.0325106674317047,"ATOH8;WNT5A;COL4A3;SFRP4;HES1;TP53I11;PLA2G5;NDRG2;ZBTB16;DACH1;IGFBP3;SAV1;BTG2;IGF1;FZD5;TGFB2;JUN;CDKN1C;LIMS2;FBLN1;KANK2;IGFBP7;IGFBP5;SMAD6;PAWR;ERBB2;AZGP1;PTPRM;DAB2IP;DUSP1;TGFB1I1;ING1;ARG2;MYOCD;ANG;ALDH1A2;TOB1;GAS8;SFRP5;CDKN2C;SRPX;DLG5;HMOX1;BCL2;PAK1;TBX3;PLXNB1;ZBTB7B;DDR1;MN1;IRF1;IFI35;IL10;VGLL4;PTPRK;DLG3;SMAD1;PDE9A;THBS1;SNAI2;SMARCA2;KLF10;CDK6;ATG13;KLF4;SPINT1;TP53;BMPR2;AMBRA1;TNFAIP3;WWC3;NLRC3;PPM1D;ADORA3;RARG;CBLB;SPIN4;GABBR1;NDRG4;SOX9;ZNF777;WWC2;FCGR2B;ULK1;TGFB3;LMNA;KCTD11;CTNNBIP1;SKAP2;GPNMB;SRF;GATA6;BRCA2;SLC16A2;SSTR2;F2R;MMRN2;NCK2;ZBTB17;ARID2;ING5;FGFR2;SMAD4;FOXO4;CDC6;SIX5;PTCH1;NR2E3;MAD1L1;ALOX5;AXIN2;E2F7;AKIRIN1;EFEMP2;IL20RB;NR2F2;CEACAM1;LGALS9;RBM10;CEBPB;WT1;TMEM115;E2F1;JUND"
"Hindbrain Development",1.55399398902972,0.0327665261129498,"NLGN4X;HES1;GRID2;EGR2;CNTN1;IGF1;ABAT;PTPRS;SMO;ALDH1A2;LDB1;NAV2;SCN5A;FZD4;BCL2;PAK1;SPTBN2;KNDC1;KIF14;CAPS2;SMAD1;FOXP2;MDK;SEMA4C;KCNC1;FCGR2B;TUBA1A;FLNA"
"Cell Cycle Checkpoint Signaling",1.46387152372192,0.0335104958414625,"BUB1;TTK;BIRC5;BUB1B;DUSP1;IER3;STK33;PLK1;BRCA1;MBTPS1;CDK2;CDK1;BRSK1;CHEK1;ZWINT;CDC20;TP53;DGKZ;SKA3;ORC1;MDC1;PLK3;MAD2L2;CDK5RAP3;MUS81;CENPF;USP28;BRCA2;FANCD2;DTL;USP44;FZR1;FOXO4;RFWD3;CDC6;BARD1;GNB1L;MAD1L1;HUS1B;CHMP4C;RBBP8;INCENP;FBXO31;LCMT1;E2F1;NDC80;CCNB1;UIMC1;FOXN3;EME1;XPC;CDC7;TRIM39;FBXO6;DYNLRB1;IK;RAD9A;BLM;TELO2;CHFR;CLOCK;TPR;CLSPN;RNASEH2B;RFC2;ZFYVE19;PROX1;SETMAR;WDR76;DYNLT3;RAD1;KNTC1;MAD2L1;HINFP;SYF2;PPP1R10;SPC25;CDC5L;BABAM1"
